-9;-9.0362;0.8902;-9.0362;0.8902
-1.00E-01;9.91E-03;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565;
-1.52E-14;-9.42E-05;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437;
1.00E-01;-1.01E-02;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14,0.0999999999999847;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437,-0.0100941;
2.00E-01;-2.01E-02;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14,0.0999999999999847,0.199999999999984;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437,-0.0100941,-0.02009397;
3.00E-01;-3.01E-02;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14,0.0999999999999847,0.199999999999984,0.299999999999984;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437,-0.0100941,-0.02009397,-0.03009385;
4.00E-01;-4.01E-02;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14,0.0999999999999847,0.199999999999984,0.299999999999984,0.399999999999984;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437,-0.0100941,-0.02009397,-0.03009385,-0.04009372;
5.00E-01;-5.01E-02;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14,0.0999999999999847,0.199999999999984,0.299999999999984,0.399999999999984,0.499999999999984;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437,-0.0100941,-0.02009397,-0.03009385,-0.04009372,-0.0500936;
6.00E-01;-6.01E-02;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14,0.0999999999999847,0.199999999999984,0.299999999999984,0.399999999999984,0.499999999999984,0.599999999999984;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437,-0.0100941,-0.02009397,-0.03009385,-0.04009372,-0.0500936,-0.06009347;
7.00E-01;-7.01E-02;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14,0.0999999999999847,0.199999999999984,0.299999999999984,0.399999999999984,0.499999999999984,0.599999999999984,0.699999999999984;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437,-0.0100941,-0.02009397,-0.03009385,-0.04009372,-0.0500936,-0.06009347,-0.07009335;
8.00E-01;-8.01E-02;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14,0.0999999999999847,0.199999999999984,0.299999999999984,0.399999999999984,0.499999999999984,0.599999999999984,0.699999999999984,0.799999999999984;0.8998945,0.8898946,0.8798947,0.8698949,0.859895,0.8498951,0.8398952,0.8298954,0.8198955,0.8098956,0.7998958,0.7898959,0.779896,0.7698961,0.7598963,0.7498964,0.7398965,0.7298967,0.7198967,0.7098969,0.699897,0.6898971,0.6798972,0.6698974,0.6598975,0.6498976,0.6398978,0.6298979,0.619898,0.6098981,0.5998983,0.5898984,0.5798985,0.5698987,0.5598987,0.5498989,0.539899,0.5298991,0.5198992,0.5098994,0.4998995,0.4898996,0.4798998,0.4698999,0.4599,0.4499002,0.4399003,0.4299004,0.4199005,0.4099006,0.3999008,0.3899009,0.379901,0.3699012,0.3599013,0.3499014,0.3399015,0.3299016,0.3199018,0.3099019,0.299902,0.2899022,0.2799023,0.2699024,0.2599025,0.2499027,0.2399028,0.2299029,0.219903,0.2099032,0.1999033,0.1899034,0.1799035,0.1699037,0.1599038,0.1499039,0.139904,0.1299042,0.1199043,0.1099044,0.09990452,0.08990465,0.07990477,0.0699049,0.05990503,0.04990515,0.03990528,0.0299054,0.01990552,0.00990565,-0.00009422437,-0.0100941,-0.02009397,-0.03009385,-0.04009372,-0.0500936,-0.06009347,-0.07009335,-0.08009322;
