Freq.	V(vout)
1.00000000000000e+005	(-2.00045531280276e+001dB,1.72964829252072e+002°)
1.02329299228075e+005	(-2.00047720087867e+001dB,1.72800354787963e+002°)
1.04712854805090e+005	(-2.00050021130388e+001dB,1.72632006360008e+002°)
1.07151930523761e+005	(-2.00052440571389e+001dB,1.72459690710249e+002°)
1.09647819614319e+005	(-2.00054984948941e+001dB,1.72283312197709e+002°)
1.12201845430196e+005	(-2.00057661201347e+001dB,1.72102772728471e+002°)
1.14815362149688e+005	(-2.00060476694843e+001dB,1.71917971683176e+002°)
1.17489755493953e+005	(-2.00063439253442e+001dB,1.71728805841823e+002°)
1.20226443461741e+005	(-2.00066557191114e+001dB,1.71535169305749e+002°)
1.23026877081238e+005	(-2.00069839346495e+001dB,1.71336953416660e+002°)
1.25892541179417e+005	(-2.00073295120336e+001dB,1.71134046672577e+002°)
1.28824955169313e+005	(-2.00076934515932e+001dB,1.70926334640552e+002°)
1.31825673855641e+005	(-2.00080768182792e+001dB,1.70713699866013e+002°)
1.34896288259165e+005	(-2.00084807463805e+001dB,1.70496021778574e+002°)
1.38038426460288e+005	(-2.00089064446237e+001dB,1.70273176594159e+002°)
1.41253754462275e+005	(-2.00093552016863e+001dB,1.70045037213267e+002°)
1.44543977074593e+005	(-2.00098283921599e+001dB,1.69811473115205e+002°)
1.47910838816821e+005	(-2.00103274830040e+001dB,1.69572350248106e+002°)
1.51356124843621e+005	(-2.00108540405307e+001dB,1.69327530914551e+002°)
1.54881661891248e+005	(-2.00114097379684e+001dB,1.69076873652599e+002°)
1.58489319246111e+005	(-2.00119963636548e+001dB,1.68820233112020e+002°)
1.62181009735893e+005	(-2.00126158299130e+001dB,1.68557459925540e+002°)
1.65958690743756e+005	(-2.00132701826730e+001dB,1.68288400574876e+002°)
1.69824365246174e+005	(-2.00139616119015e+001dB,1.68012897251352e+002°)
1.73780082874937e+005	(-2.00146924629126e+001dB,1.67730787710885e+002°)
1.77827941003892e+005	(-2.00154652486363e+001dB,1.67441905123107e+002°)
1.81970085860998e+005	(-2.00162826629290e+001dB,1.67146077914423e+002°)
1.86208713666287e+005	(-2.00171475950181e+001dB,1.66843129604763e+002°)
1.90546071796325e+005	(-2.00180631451791e+001dB,1.66532878637832e+002°)
1.94984459975804e+005	(-2.00190326417562e+001dB,1.66215138204626e+002°)
1.99526231496888e+005	(-2.00200596596410e+001dB,1.65889716060022e+002°)
2.04173794466953e+005	(-2.00211480403402e+001dB,1.65556414332246e+002°)
2.08929613085404e+005	(-2.00223019137702e+001dB,1.65215029325026e+002°)
2.13796208950223e+005	(-2.00235257219297e+001dB,1.64865351312285e+002°)
2.18776162394955e+005	(-2.00248242446150e+001dB,1.64507164325222e+002°)
2.23872113856834e+005	(-2.00262026273556e+001dB,1.64140245931671e+002°)
2.29086765276777e+005	(-2.00276664117624e+001dB,1.63764367007683e+002°)
2.34422881531992e+005	(-2.00292215684985e+001dB,1.63379291501263e+002°)
2.39883291901949e+005	(-2.00308745330983e+001dB,1.62984776188331e+002°)
2.45470891568503e+005	(-2.00326322448790e+001dB,1.62580570420944e+002°)
2.51188643150958e+005	(-2.00345021892093e+001dB,1.62166415867982e+002°)
2.57039578276886e+005	(-2.00364924434205e+001dB,1.61742046248511e+002°)
2.63026799189538e+005	(-2.00386117266669e+001dB,1.61307187058188e+002°)
2.69153480392691e+005	(-2.00408694540673e+001dB,1.60861555289181e+002°)
2.75422870333816e+005	(-2.00432757954821e+001dB,1.60404859144203e+002°)
2.81838293126445e+005	(-2.00458417393089e+001dB,1.59936797745449e+002°)
2.88403150312660e+005	(-2.00485791617055e+001dB,1.59457060839374e+002°)
2.95120922666638e+005	(-2.00515009016762e+001dB,1.58965328498515e+002°)
3.01995172040201e+005	(-2.00546208424898e+001dB,1.58461270821756e+002°)
3.09029543251359e+005	(-2.00579539999238e+001dB,1.57944547634770e+002°)
3.16227766016838e+005	(-2.00615166178604e+001dB,1.57414808192651e+002°)
3.23593656929628e+005	(-2.00653262717931e+001dB,1.56871690887148e+002°)
3.31131121482591e+005	(-2.00694019808259e+001dB,1.56314822961334e+002°)
3.38844156139202e+005	(-2.00737643287817e+001dB,1.55743820234978e+002°)
3.46736850452531e+005	(-2.00784355950590e+001dB,1.55158286844495e+002°)
3.54813389233575e+005	(-2.00834398959003e+001dB,1.54557815001869e+002°)
3.63078054770101e+005	(-2.00888033367559e+001dB,1.53941984777691e+002°)
3.71535229097172e+005	(-2.00945541764407e+001dB,1.53310363914175e+002°)
3.80189396320561e+005	(-2.01007230037871e+001dB,1.52662507674857e+002°)
3.89045144994280e+005	(-2.01073429274972e+001dB,1.51997958738639e+002°)
3.98107170553497e+005	(-2.01144497798832e+001dB,1.51316247146850e+002°)
4.07380277804112e+005	(-2.01220823351582e+001dB,1.50616890313160e+002°)
4.16869383470335e+005	(-2.01302825428945e+001dB,1.49899393107401e+002°)
4.26579518801592e+005	(-2.01390957772019e+001dB,1.49163248025725e+002°)
4.36515832240165e+005	(-2.01485711020895e+001dB,1.48407935460992e+002°)
4.46683592150962e+005	(-2.01587615533521e+001dB,1.47632924088841e+002°)
4.57088189614874e+005	(-2.01697244371727e+001dB,1.46837671386591e+002°)
4.67735141287197e+005	(-2.01815216454310e+001dB,1.46021624303850e+002°)
4.78630092322637e+005	(-2.01942199874710e+001dB,1.45184220105587e+002°)
4.89778819368445e+005	(-2.02078915377811e+001dB,1.44324887410237e+002°)
5.01187233627271e+005	(-2.02226139986806e+001dB,1.43443047447352e+002°)
5.12861383991364e+005	(-2.02384710766794e+001dB,1.42538115561105e+002°)
5.24807460249771e+005	(-2.02555528706726e+001dB,1.41609502987735e+002°)
5.37031796370251e+005	(-2.02739562695349e+001dB,1.40656618936569e+002°)
5.49540873857623e+005	(-2.02937853560014e+001dB,1.39678873005552e+002°)
5.62341325190348e+005	(-2.03151518129336e+001dB,1.38675677963160e+002°)
5.75439937337156e+005	(-2.03381753271824e+001dB,1.37646452928915e+002°)
5.88843655355588e+005	(-2.03629839852699e+001dB,1.36590626984498e+002°)
6.02559586074356e+005	(-2.03897146540140e+001dB,1.35507643246238e+002°)
6.16595001861481e+005	(-2.04185133380255e+001dB,1.34396963427603e+002°)
6.30957344480192e+005	(-2.04495355047339e+001dB,1.33258072916754e+002°)
6.45654229034654e+005	(-2.04829463662502e+001dB,1.32090486389202e+002°)
6.60693448007594e+005	(-2.05189211060033e+001dB,1.30893753968740e+002°)
6.76082975391980e+005	(-2.05576450367116e+001dB,1.29667467940947e+002°)
6.91830970918935e+005	(-2.05993136749396e+001dB,1.28411270012379e+002°)
7.07945784384136e+005	(-2.06441327162979e+001dB,1.27124859094952e+002°)
7.24435960074988e+005	(-2.06923178943613e+001dB,1.25807999578718e+002°)
7.41310241300916e+005	(-2.07440947056927e+001dB,1.24460530037398e+002°)
7.58577575029182e+005	(-2.07996979830780e+001dB,1.23082372289469e+002°)
7.76247116628690e+005	(-2.08593712993248e+001dB,1.21673540713827e+002°)
7.94328234724279e+005	(-2.09233661848621e+001dB,1.20234151693246e+002°)
8.12830516164097e+005	(-2.09919411440453e+001dB,1.18764433031857e+002°)
8.31763771102669e+005	(-2.10653604576102e+001dB,1.17264733165468e+002°)
8.51138038202374e+005	(-2.11438927622434e+001dB,1.15735529957022e+002°)
8.70963589956078e+005	(-2.12278094027996e+001dB,1.14177438845184e+002°)
8.91250938133743e+005	(-2.13173825583042e+001dB,1.12591220093694e+002°)
9.12010839355907e+005	(-2.14128831495060e+001dB,1.10977784874565e+002°)
9.33254300796989e+005	(-2.15145785432452e+001dB,1.09338199911352e+002°)
9.54992586021433e+005	(-2.16227300770956e+001dB,1.07673690411408e+002°)
9.77237220955808e+005	(-2.17375904363200e+001dB,1.05985641030070e+002°)
9.99999999999997e+005	(-2.18594009237781e+001dB,1.04275594636189e+002°)
1.02329299228075e+006	(-2.19883886715858e+001dB,1.02545248688195e+002°)
1.04712854805090e+006	(-2.21247638505609e+001dB,1.00796449082807e+002°)
1.07151930523760e+006	(-2.22687169392504e+001dB,9.90311814036912e+001°)
1.09647819614318e+006	(-2.24204161181443e+001dB,9.72515595728573e+001°)
1.12201845430196e+006	(-2.25800048560736e+001dB,9.54598119905144e+001°)
1.14815362149688e+006	(-2.27475997544501e+001dB,9.36582653356896e+001°)
1.17489755493953e+006	(-2.29232887107423e+001dB,9.18493262857187e+001°)
1.20226443461741e+006	(-2.31071294554093e+001dB,9.00354614929498e+001°)
1.23026877081238e+006	(-2.32991485066301e+001dB,8.82191762268355e+001°)
1.25892541179416e+006	(-2.34993405749828e+001dB,8.64029921446341e+001°)
1.28824955169313e+006	(-2.37076684363357e+001dB,8.45894246906278e+001°)
1.31825673855640e+006	(-2.39240632763221e+001dB,8.27809606395723e+001°)
1.34896288259165e+006	(-2.41484254947028e+001dB,8.09800362940419e+001°)
1.38038426460288e+006	(-2.43806259434875e+001dB,7.91890168177443e+001°)
1.41253754462275e+006	(-2.46205075596544e+001dB,7.74101771396740e+001°)
1.44543977074592e+006	(-2.48678873423369e+001dB,7.56456848002534e+001°)
1.47910838816820e+006	(-2.51225586159269e+001dB,7.38975850344431e+001°)
1.51356124843620e+006	(-2.53842935149654e+001dB,7.21677883029031e+001°)
1.54881661891248e+006	(-2.56528456240638e+001dB,7.04580603954666e+001°)
1.58489319246111e+006	(-2.59279527063017e+001dB,6.87700151461271e+001°)
1.62181009735892e+006	(-2.62093394563323e+001dB,6.71051097194998e+001°)
1.65958690743755e+006	(-2.64967202193744e+001dB,6.54646423586445e+001°)
1.69824365246174e+006	(-2.67898016239214e+001dB,6.38497524255428e+001°)
1.73780082874937e+006	(-2.70882850838063e+001dB,6.22614225198257e+001°)
1.77827941003892e+006	(-2.73918691337361e+001dB,6.07004824289626e+001°)
1.81970085860998e+006	(-2.77002515710535e+001dB,5.91676146436640e+001°)
1.86208713666286e+006	(-2.80131313848965e+001dB,5.76633611646808e+001°)
1.90546071796324e+006	(-2.83302104617777e+001dB,5.61881313299724e+001°)
1.94984459975804e+006	(-2.86511950636482e+001dB,5.47422104025829e+001°)
1.99526231496887e+006	(-2.89757970805918e+001dB,5.33257686775457e+001°)
2.04173794466952e+006	(-2.93037350653399e+001dB,5.19388708888829e+001°)
2.08929613085403e+006	(-2.96347350607860e+001dB,5.05814857234877e+001°)
2.13796208950222e+006	(-2.99685312346624e+001dB,4.92534952758354e+001°)
2.18776162394954e+006	(-3.03048663375955e+001dB,4.79547043047631e+001°)
2.23872113856833e+006	(-3.06434920019874e+001dB,4.66848491799649e+001°)
2.29086765276776e+006	(-3.09841688997025e+001dB,4.54436064305887e+001°)
