v1	V(vout)
-4.000000000000018e+000	3.999008e-001
-3.900000000000018e+000	3.899009e-001
-3.800000000000018e+000	3.799010e-001
-3.700000000000018e+000	3.699012e-001
-3.600000000000017e+000	3.599013e-001
-3.500000000000017e+000	3.499014e-001
-3.400000000000017e+000	3.399015e-001
-3.300000000000017e+000	3.299016e-001
-3.200000000000017e+000	3.199018e-001
-3.100000000000017e+000	3.099019e-001
-3.000000000000017e+000	2.999020e-001
-2.900000000000017e+000	2.899022e-001
-2.800000000000017e+000	2.799023e-001
-2.700000000000017e+000	2.699024e-001
-2.600000000000017e+000	2.599025e-001
-2.500000000000016e+000	2.499027e-001
-2.400000000000016e+000	2.399028e-001
-2.300000000000016e+000	2.299029e-001
-2.200000000000016e+000	2.199030e-001
-2.100000000000016e+000	2.099032e-001
-2.000000000000016e+000	1.999033e-001
-1.900000000000016e+000	1.899034e-001
-1.800000000000016e+000	1.799035e-001
-1.700000000000016e+000	1.699037e-001
-1.600000000000016e+000	1.599038e-001
-1.500000000000016e+000	1.499039e-001
-1.400000000000016e+000	1.399040e-001
-1.300000000000015e+000	1.299042e-001
-1.200000000000015e+000	1.199043e-001
-1.100000000000015e+000	1.099044e-001
-1.000000000000015e+000	9.990452e-002
-9.000000000000151e-001	8.990465e-002
-8.000000000000151e-001	7.990477e-002
-7.000000000000152e-001	6.990490e-002
-6.000000000000152e-001	5.990503e-002
-5.000000000000152e-001	4.990515e-002
-4.000000000000152e-001	3.990528e-002
-3.000000000000153e-001	2.990540e-002
-2.000000000000153e-001	1.990552e-002
-1.000000000000152e-001	9.905650e-003
-1.523781101298027e-014	-9.422437e-005
9.999999999998477e-002	-1.009410e-002
1.999999999999848e-001	-2.009397e-002
2.999999999999848e-001	-3.009385e-002
3.999999999999848e-001	-4.009372e-002
4.999999999999848e-001	-5.009360e-002
5.999999999999848e-001	-6.009347e-002
6.999999999999848e-001	-7.009335e-002
7.999999999999847e-001	-8.009322e-002
8.999999999999847e-001	-9.009310e-002
9.999999999999847e-001	-1.000930e-001
1.099999999999985e+000	-1.100928e-001
1.199999999999985e+000	-1.200927e-001
1.299999999999985e+000	-1.300926e-001
1.399999999999985e+000	-1.400925e-001
1.499999999999985e+000	-1.500923e-001
1.599999999999985e+000	-1.600922e-001
1.699999999999985e+000	-1.700921e-001
1.799999999999985e+000	-1.800920e-001
1.899999999999986e+000	-1.900918e-001
1.999999999999986e+000	-2.000917e-001
2.099999999999985e+000	-2.100916e-001
2.199999999999986e+000	-2.200915e-001
2.299999999999986e+000	-2.300913e-001
2.399999999999986e+000	-2.400912e-001
2.499999999999986e+000	-2.500911e-001
2.599999999999986e+000	-2.600910e-001
2.699999999999986e+000	-2.700908e-001
2.799999999999986e+000	-2.800907e-001
2.899999999999986e+000	-2.900906e-001
2.999999999999986e+000	-3.000905e-001
3.099999999999986e+000	-3.100903e-001
3.199999999999986e+000	-3.200902e-001
3.299999999999987e+000	-3.300901e-001
3.399999999999987e+000	-3.400900e-001
3.499999999999987e+000	-3.500898e-001
3.599999999999987e+000	-3.600897e-001
3.699999999999987e+000	-3.700896e-001
3.799999999999987e+000	-3.800895e-001
3.899999999999987e+000	-3.900893e-001
3.999999999999987e+000	-4.000892e-001
4.099999999999987e+000	-4.100891e-001
4.199999999999987e+000	-4.200890e-001
4.299999999999987e+000	-4.300888e-001
4.399999999999986e+000	-4.400887e-001
4.499999999999986e+000	-4.500886e-001
4.599999999999985e+000	-4.600885e-001
4.699999999999985e+000	-4.700883e-001
4.799999999999985e+000	-4.800882e-001
4.899999999999984e+000	-4.900881e-001
4.999999999999984e+000	-5.000880e-001
5.099999999999984e+000	-5.100878e-001
5.199999999999983e+000	-5.200877e-001
5.299999999999983e+000	-5.300876e-001
5.399999999999983e+000	-5.400875e-001
5.499999999999982e+000	-5.500873e-001
5.599999999999982e+000	-5.600872e-001
5.699999999999982e+000	-5.700871e-001
5.799999999999981e+000	-5.800869e-001
5.899999999999981e+000	-5.900868e-001
5.999999999999981e+000	-6.000867e-001
6.099999999999980e+000	-6.100866e-001
6.199999999999980e+000	-6.200864e-001
6.299999999999979e+000	-6.300864e-001
6.399999999999979e+000	-6.400862e-001
6.499999999999979e+000	-6.500861e-001
6.599999999999978e+000	-6.600860e-001
6.699999999999978e+000	-6.700858e-001
6.799999999999978e+000	-6.800857e-001
6.899999999999977e+000	-6.900856e-001
6.999999999999977e+000	-7.000855e-001
7.099999999999977e+000	-7.100853e-001
7.199999999999976e+000	-7.200852e-001
7.299999999999976e+000	-7.300851e-001
7.399999999999976e+000	-7.400849e-001
7.499999999999975e+000	-7.500848e-001
7.599999999999975e+000	-7.600847e-001
7.699999999999974e+000	-7.700846e-001
7.799999999999974e+000	-7.800844e-001
7.899999999999974e+000	-7.900844e-001
7.999999999999973e+000	-8.000842e-001
8.099999999999973e+000	-8.100841e-001
8.199999999999973e+000	-8.200840e-001
8.299999999999972e+000	-8.300838e-001
8.399999999999972e+000	-8.400837e-001
8.499999999999972e+000	-8.500836e-001
8.599999999999971e+000	-8.600835e-001
8.699999999999971e+000	-8.700833e-001
8.799999999999971e+000	-8.800832e-001
8.899999999999970e+000	-8.900831e-001
9.000000000000000e+000	-9.000829e-001
