Freq.	V(vin)/-I(R1)
2.29086765276777e+005	(8.86560334763325e+001dB,1.33447080679050e+000°)
2.34422881531992e+005	(8.86574234849154e+001dB,1.36521939485953e+000°)
2.39883291901949e+005	(8.86588822005240e+001dB,1.39665294897231e+000°)
2.45470891568503e+005	(8.86604131412541e+001dB,1.42878431263485e+000°)
2.51188643150958e+005	(8.86620200137026e+001dB,1.46162630176680e+000°)
2.57039578276886e+005	(8.86637067233835e+001dB,1.49519166849966e+000°)
2.63026799189538e+005	(8.86654773856832e+001dB,1.52949306020877e+000°)
2.69153480392691e+005	(8.86673363373690e+001dB,1.56454297324082e+000°)
2.75422870333816e+005	(8.86692881486633e+001dB,1.60035370074302e+000°)
2.81838293126445e+005	(8.86713376358917e+001dB,1.63693727393813e+000°)
2.88403150312660e+005	(8.86734898747101e+001dB,1.67430539612294e+000°)
2.95120922666638e+005	(8.86757502139088e+001dB,1.71246936859546e+000°)
3.01995172040201e+005	(8.86781242897871e+001dB,1.75144000763744e+000°)
3.09029543251359e+005	(8.86806180410810e+001dB,1.79122755159505e+000°)
3.16227766016838e+005	(8.86832377244198e+001dB,1.83184155701020e+000°)
3.23593656929628e+005	(8.86859899302711e+001dB,1.87329078265897e+000°)
3.31131121482591e+005	(8.86888815993246e+001dB,1.91558306025232e+000°)
3.38844156139202e+005	(8.86919200392430e+001dB,1.95872515044756e+000°)
3.46736850452531e+005	(8.86951129416905e+001dB,2.00272258270887e+000°)
3.54813389233575e+005	(8.86984683995254e+001dB,2.04757947744112e+000°)
3.63078054770101e+005	(8.87019949240145e+001dB,2.09329834870700e+000°)
3.71535229097172e+005	(8.87057014618932e+001dB,2.13987988572324e+000°)
3.80189396320561e+005	(8.87095974120598e+001dB,2.18732271122205e+000°)
3.89045144994280e+005	(8.87136926416457e+001dB,2.23562311466149e+000°)
3.98107170553497e+005	(8.87179975011527e+001dB,2.28477475817882e+000°)
4.07380277804112e+005	(8.87225228382924e+001dB,2.33476835310913e+000°)
4.16869383470335e+005	(8.87272800100929e+001dB,2.38559130484643e+000°)
4.26579518801592e+005	(8.87322808927672e+001dB,2.43722732381309e+000°)
4.36515832240165e+005	(8.87375378887478e+001dB,2.48965600033878e+000°)
4.46683592150962e+005	(8.87430639302020e+001dB,2.54285234134410e+000°)
4.57088189614874e+005	(8.87488724782343e+001dB,2.59678626689223e+000°)
4.67735141287197e+005	(8.87549775168676e+001dB,2.65142206493378e+000°)
4.78630092322637e+005	(8.87613935407679e+001dB,2.70671780294519e+000°)
4.89778819368445e+005	(8.87681355355423e+001dB,2.76262469567548e+000°)
5.01187233627271e+005	(8.87752189492946e+001dB,2.81908642889669e+000°)
5.12861383991364e+005	(8.87826596539702e+001dB,2.87603843993098e+000°)
5.24807460249771e+005	(8.87904738948716e+001dB,2.93340715683608e+000°)
5.37031796370251e+005	(8.87986782265657e+001dB,2.99110919950641e+000°)
5.49540873857623e+005	(8.88072894332622e+001dB,3.04905054762688e+000°)
5.62341325190348e+005	(8.88163244316048e+001dB,3.10712568243768e+000°)
5.75439937337156e+005	(8.88258001537091e+001dB,3.16521671166634e+000°)
5.88843655355588e+005	(8.88357334082068e+001dB,3.22319248978640e+000°)
6.02559586074356e+005	(8.88461407170305e+001dB,3.28090774899309e+000°)
6.16595001861481e+005	(8.88570381257203e+001dB,3.33820225994937e+000°)
6.30957344480192e+005	(8.88684409851636e+001dB,3.39490004543986e+000°)
6.45654229034654e+005	(8.88803637029248e+001dB,3.45080867453255e+000°)
6.60693448007594e+005	(8.88928194627034e+001dB,3.50571866961440e+000°)
6.76082975391980e+005	(8.89058199110020e+001dB,3.55940306361427e+000°)
6.91830970918935e+005	(8.89193748108267e+001dB,3.61161714968093e+000°)
7.07945784384136e+005	(8.89334916631929e+001dB,3.66209847030499e+000°)
7.24435960074988e+005	(8.89481752984051e+001dB,3.71056709705129e+000°)
7.41310241300916e+005	(8.89634274405274e+001dB,3.75672625531580e+000°)
7.58577575029182e+005	(8.89792462501651e+001dB,3.80026335037602e+000°)
7.76247116628690e+005	(8.89956258526288e+001dB,3.84085145093372e+000°)
7.94328234724279e+005	(8.90125558607140e+001dB,3.87815128377076e+000°)
8.12830516164097e+005	(8.90300209036439e+001dB,3.91181378744676e+000°)
8.31763771102669e+005	(8.90480001761022e+001dB,3.94148326357320e+000°)
8.51138038202374e+005	(8.90664670236003e+001dB,3.96680115059774e+000°)
8.70963589956078e+005	(8.90853885825292e+001dB,3.98741042686382e+000°)
8.91250938133743e+005	(8.91047254949385e+001dB,4.00296062685802e+000°)
9.12010839355907e+005	(8.91244317191663e+001dB,4.01311342722068e+000°)
9.33254300796989e+005	(8.91444544576693e+001dB,4.01754872789362e+000°)
9.54992586021433e+005	(8.91647342225593e+001dB,4.01597111980640e+000°)
9.77237220955808e+005	(8.91852050572457e+001dB,4.00811659537590e+000°)
9.99999999999997e+005	(8.92057949290654e+001dB,3.99375932393104e+000°)
1.02329299228075e+006	(8.92264263028043e+001dB,3.97271828352822e+000°)
1.04712854805090e+006	(8.92470168986298e+001dB,3.94486351632178e+000°)
1.07151930523760e+006	(8.92674806303482e+001dB,3.91012175958842e+000°)
1.09647819614318e+006	(8.92877287114149e+001dB,3.86848120132903e+000°)
1.12201845430196e+006	(8.93076709072118e+001dB,3.81999512018596e+000°)
1.14815362149688e+006	(8.93272169033732e+001dB,3.76478419542558e+000°)
1.17489755493953e+006	(8.93462777520185e+001dB,3.70303731398862e+000°)
1.20226443461741e+006	(8.93647673513329e+001dB,3.63501075678865e+000°)
1.23026877081238e+006	(8.93826039096152e+001dB,3.56102571283530e+000°)
1.25892541179416e+006	(8.93997113431850e+001dB,3.48146414340053e+000°)
1.28824955169313e+006	(8.94160205586927e+001dB,3.39676309439978e+000°)
1.31825673855640e+006	(8.94314705744489e+001dB,3.30740762798768e+000°)
1.34896288259165e+006	(8.94460094421941e+001dB,3.21392260867956e+000°)
1.38038426460288e+006	(8.94595949397889e+001dB,3.11686363033443e+000°)
1.41253754462275e+006	(8.94721950159862e+001dB,3.01680740443491e+000°)
1.44543977074592e+006	(8.94837879799416e+001dB,2.91434194515021e+000°)
1.47910838816820e+006	(8.94943624396047e+001dB,2.81005688224328e+000°)
1.51356124843620e+006	(8.95039170037997e+001dB,2.70453421023618e+000°)
1.54881661891248e+006	(8.95124597719778e+001dB,2.59833974408494e+000°)
1.58489319246111e+006	(8.95200076427889e+001dB,2.49201550172588e+000°)
1.62181009735892e+006	(8.95265854774944e+001dB,2.38607317663316e+000°)
1.65958690743755e+006	(8.95322251567289e+001dB,2.28098880349275e+000°)
1.69824365246174e+006	(8.95369645693480e+001dB,2.17719866144558e+000°)
1.73780082874937e+006	(8.95408465703431e+001dB,2.07509640561379e+000°)
1.77827941003892e+006	(8.95439179414410e+001dB,1.97503137144179e+000°)
1.81970085860998e+006	(8.95462283834984e+001dB,1.87730795942300e+000°)
1.86208713666286e+006	(8.95478295645784e+001dB,1.78218598076078e+000°)
1.90546071796324e+006	(8.95487742421023e+001dB,1.68988182730903e+000°)
1.94984459975804e+006	(8.95491154720508e+001dB,1.60057032098043e+000°)
1.99526231496887e+006	(8.95489059131349e+001dB,1.51438709746412e+000°)
2.04173794466952e+006	(8.95481972293717e+001dB,1.43143138506683e+000°)
2.08929613085403e+006	(8.95470395907006e+001dB,1.35176905020182e+000°)
2.13796208950222e+006	(8.95454812682200e+001dB,1.27543579497117e+000°)
2.18776162394954e+006	(8.95435683183015e+001dB,1.20244040804366e+000°)
2.23872113856833e+006	(8.95413443482059e+001dB,1.13276798645843e+000°)
2.29086765276776e+006	(8.95388503548061e+001dB,1.06638306216072e+000°)
2.34422881531991e+006	(8.95361246275189e+001dB,1.00323258231250e+000°)
2.39883291901948e+006	(8.95332027064755e+001dB,9.43248706255804e-001°)
2.45470891568502e+006	(8.95301173872081e+001dB,8.86351394164852e-001°)
2.51188643150957e+006	(8.95268987636222e+001dB,8.32450772788872e-001°)
2.57039578276885e+006	(8.95235743016783e+001dB,7.81449272262916e-001°)
2.63026799189537e+006	(8.95201689369569e+001dB,7.33243534839140e-001°)
2.69153480392690e+006	(8.95167051900756e+001dB,6.87726101712068e-001°)
2.75422870333815e+006	(8.95132032947253e+001dB,6.44786888057790e-001°)
2.81838293126444e+006	(8.95096813338679e+001dB,6.04314459171982e-001°)
2.88403150312659e+006	(8.95061553803603e+001dB,5.66197122368116e-001°)
2.95120922666637e+006	(8.95026396389341e+001dB,5.30323850268161e-001°)
3.01995172040200e+006	(8.94991465870602e+001dB,4.96585051450452e-001°)
3.09029543251358e+006	(8.94956871127501e+001dB,4.64873204260694e-001°)
3.16227766016837e+006	(8.94922706478035e+001dB,4.35083369069156e-001°)
3.23593656929627e+006	(8.94889052954030e+001dB,4.07113593476296e-001°)
3.31131121482590e+006	(8.94855979512822e+001dB,3.80865224017719e-001°)
3.38844156139201e+006	(8.94823544179694e+001dB,3.56243136867204e-001°)
3.46736850452530e+006	(8.94791795118275e+001dB,3.33155898938330e-001°)
3.54813389233574e+006	(8.94760771627937e+001dB,3.11515869682358e-001°)
3.63078054770100e+006	(8.94730505068597e+001dB,2.91239252803270e-001°)
3.71535229097171e+006	(8.94701019714449e+001dB,2.72246106081739e-001°)
3.80189396320559e+006	(8.94672333538944e+001dB,2.54460316532833e-001°)
3.89045144994279e+006	(8.94644458933952e+001dB,2.37809547226132e-001°)
3.98107170553495e+006	(8.94617403366417e+001dB,2.22225161276040e-001°)
4.07380277804111e+006	(8.94591169976093e+001dB,2.07642127765548e-001°)
4.16869383470333e+006	(8.94565758118086e+001dB,1.93998913697121e-001°)
4.26579518801591e+006	(8.94541163853939e+001dB,1.81237365466829e-001°)
4.36515832240164e+006	(8.94517380395009e+001dB,1.69302582828118e-001°)
4.46683592150961e+006	(8.94494398501748e+001dB,1.58142787844956e-001°)
4.57088189614873e+006	(8.94472206842420e+001dB,1.47709190925276e-001°)
4.67735141287196e+006	(8.94450792314583e+001dB,1.37955855669436e-001°)
4.78630092322636e+006	(8.94430140332534e+001dB,1.28839563959596e-001°)
4.89778819368444e+006	(8.94410235083678e+001dB,1.20319682449507e-001°)
5.01187233627270e+006	(8.94391059756643e+001dB,1.12358031385483e-001°)
5.12861383991362e+006	(8.94372596743711e+001dB,1.04918756493864e-001°)
5.24807460249770e+006	(8.94354827820011e+001dB,9.79682045041659e-002°)
5.37031796370250e+006	(8.94337734301665e+001dB,9.14748027365050e-002°)
5.49540873857621e+006	(8.94321297184954e+001dB,8.54089430636694e-002°)
5.62341325190346e+006	(8.94305497268379e+001dB,7.97428704592852e-002°)
5.75439937337154e+006	(8.94290315259328e+001dB,7.44505762613474e-002°)
5.88843655355586e+006	(8.94275731866924e+001dB,6.95076962125691e-002°)
6.02559586074354e+006	(8.94261727882484e+001dB,6.48914132835488e-002°)
6.16595001861479e+006	(8.94248284248873e+001dB,6.05803652398215e-002°)
6.30957344480190e+006	(8.94235382119957e+001dB,5.65545568779017e-002°)
6.45654229034652e+006	(8.94223002911196e+001dB,5.27952768270766e-002°)
6.60693448007592e+006	(8.94211128342361e+001dB,4.92850187917694e-002°)
6.76082975391978e+006	(8.94199740473238e+001dB,4.60074070927599e-002°)
6.91830970918932e+006	(8.94188821733113e+001dB,4.29471263535247e-002°)
7.07945784384134e+006	(8.94178354944744e+001dB,4.00898551696974e-002°)
7.24435960074986e+006	(8.94168323343458e+001dB,3.74222035944916e-002°)
7.41310241300913e+006	(8.94158710591948e+001dB,3.49316542703315e-002°)
7.58577575029179e+006	(8.94149500791288e+001dB,3.26065070364164e-002°)
7.76247116628687e+006	(8.94140678488629e+001dB,3.04358268431101e-002°)
7.94328234724277e+006	(8.94132228681984e+001dB,2.84093948065570e-002°)
8.12830516164094e+006	(8.94124136822485e+001dB,2.65176622404915e-002°)
8.31763771102666e+006	(8.94116388814428e+001dB,2.47517075065917e-002°)
8.51138038202371e+006	(8.94108971013424e+001dB,2.31031955297295e-002°)
8.70963589956075e+006	(8.94101870222899e+001dB,2.15643398299168e-002°)
8.91250938133740e+006	(8.94095073689194e+001dB,2.01278669285061e-002°)
9.12010839355904e+006	(8.94088569095469e+001dB,1.87869829921555e-002°)
9.33254300796985e+006	(8.94082344554597e+001dB,1.75353425841244e-002°)
9.54992586021430e+006	(8.94076388601216e+001dB,1.63670193985393e-002°)
9.77237220955804e+006	(8.94070690183087e+001dB,1.52764788593116e-002°)
1.00000000000000e+007	(8.94065238651885e+001dB,1.42585524713437e-002°)
