Freq.	V(vout)
5.00000000000000e+002	(-2.03963588891983e+000dB,-3.89367796511941e+001°)
5.03852407068052e+002	(-2.06632609801744e+000dB,-3.91729072637264e+001°)
5.07734496216540e+002	(-2.09331378913117e+000dB,-3.94097841999509e+001°)
5.11646496140377e+002	(-2.12060122116480e+000dB,-3.96474027829862e+001°)
5.15588637296528e+002	(-2.14819065363286e+000dB,-3.98857552271656e+001°)
5.19561151917585e+002	(-2.17608434658288e+000dB,-4.01248336402020e+001°)
5.23564274025450e+002	(-2.20428456053022e+000dB,-4.03646300254417e+001°)
5.27598239445121e+002	(-2.23279355640582e+000dB,-4.06051362842036e+001°)
5.31663285818581e+002	(-2.26161359551759e+000dB,-4.08463442182065e+001°)
5.35759652618804e+002	(-2.29074693952609e+000dB,-4.10882455320813e+001°)
5.39887581163855e+002	(-2.32019585043485e+000dB,-4.13308318359709e+001°)
5.44047314631114e+002	(-2.34996259059619e+000dB,-4.15740946482146e+001°)
5.48239098071593e+002	(-2.38004942273292e+000dB,-4.18180253981188e+001°)
5.52463178424380e+002	(-2.41045860997668e+000dB,-4.20626154288121e+001°)
5.56719804531181e+002	(-2.44119241592343e+000dB,-4.23078560001843e+001°)
5.61009227150983e+002	(-2.47225310470677e+000dB,-4.25537382919099e+001°)
5.65331698974820e+002	(-2.50364294108960e+000dB,-4.28002534065535e+001°)
5.69687474640669e+002	(-2.53536419057497e+000dB,-4.30473923727579e+001°)
5.74076810748442e+002	(-2.56741911953647e+000dB,-4.32951461485134e+001°)
5.78499965875106e+002	(-2.59980999536896e+000dB,-4.35435056245070e+001°)
5.82957200589917e+002	(-2.63253908666030e+000dB,-4.37924616275517e+001°)
5.87448777469766e+002	(-2.66560866338461e+000dB,-4.40420049240936e+001°)
5.91974961114652e+002	(-2.69902099711776e+000dB,-4.42921262237965e+001°)
5.96536018163268e+002	(-2.73277836127582e+000dB,-4.45428161832026e+001°)
6.01132217308708e+002	(-2.76688303137696e+000dB,-4.47940654094684e+001°)
6.05763829314295e+002	(-2.80133728532763e+000dB,-4.50458644641738e+001°)
6.10431127029537e+002	(-2.83614340373352e+000dB,-4.52982038672043e+001°)
6.15134385406192e+002	(-2.87130367023617e+000dB,-4.55510741007041e+001°)
6.19873881514473e+002	(-2.90682037187565e+000dB,-4.58044656130986e+001°)
6.24649894559368e+002	(-2.94269579948027e+000dB,-4.60583688231858e+001°)
6.29462705897085e+002	(-2.97893224808376e+000dB,-4.63127741242944e+001°)
6.34312599051631e+002	(-3.01553201737070e+000dB,-4.65676718885077e+001°)
6.39199859731513e+002	(-3.05249741215097e+000dB,-4.68230524709507e+001°)
6.44124775846568e+002	(-3.08983074286381e+000dB,-4.70789062141409e+001°)
6.49087637524926e+002	(-3.12753432611218e+000dB,-4.73352234523987e+001°)
