Freq.	V(vout)
5.00000000000000e+002	(-1.62312780975692e+000dB,-3.51566294718443e+001°)
5.03852407068052e+002	(-1.64511036607461e+000dB,-3.53809960506648e+001°)
5.07734496216540e+002	(-1.66735460325093e+000dB,-3.56062587471167e+001°)
5.11646496140377e+002	(-1.68986283016903e+000dB,-3.58324124747248e+001°)
5.15588637296528e+002	(-1.71263736092572e+000dB,-3.60594520193864e+001°)
5.19561151917585e+002	(-1.73568051465244e+000dB,-3.62873720401388e+001°)
5.23564274025450e+002	(-1.75899461534071e+000dB,-3.65161670700084e+001°)
5.27598239445121e+002	(-1.78258199167253e+000dB,-3.67458315169407e+001°)
5.31663285818581e+002	(-1.80644497685613e+000dB,-3.69763596648145e+001°)
5.35759652618804e+002	(-1.83058590846764e+000dB,-3.72077456745391e+001°)
5.39887581163855e+002	(-1.85500712829895e+000dB,-3.74399835852364e+001°)
5.44047314631114e+002	(-1.87971098221248e+000dB,-3.76730673155097e+001°)
5.48239098071593e+002	(-1.90469982000316e+000dB,-3.79069906647977e+001°)
5.52463178424380e+002	(-1.92997599526820e+000dB,-3.81417473148172e+001°)
5.56719804531181e+002	(-1.95554186528518e+000dB,-3.83773308310931e+001°)
5.61009227150983e+002	(-1.98139979089892e+000dB,-3.86137346645775e+001°)
5.65331698974820e+002	(-2.00755213641769e+000dB,-3.88509521533586e+001°)
5.69687474640669e+002	(-2.03400126951939e+000dB,-3.90889765244589e+001°)
5.74076810748442e+002	(-2.06074956116802e+000dB,-3.93278008957243e+001°)
5.78499965875106e+002	(-2.08779938554124e+000dB,-3.95674182778044e+001°)
5.82957200589917e+002	(-2.11515311996952e+000dB,-3.98078215762240e+001°)
5.87448777469766e+002	(-2.14281314488733e+000dB,-4.00490035935456e+001°)
5.91974961114652e+002	(-2.17078184379719e+000dB,-4.02909570316252e+001°)
5.96536018163268e+002	(-2.19906160324690e+000dB,-4.05336744939590e+001°)
6.01132217308708e+002	(-2.22765481282083e+000dB,-4.07771484881234e+001°)
6.05763829314295e+002	(-2.25656386514574e+000dB,-4.10213714283063e+001°)
6.10431127029537e+002	(-2.28579115591165e+000dB,-4.12663356379318e+001°)
6.15134385406192e+002	(-2.31533908390868e+000dB,-4.15120333523765e+001°)
6.19873881514473e+002	(-2.34521005108024e+000dB,-4.17584567217788e+001°)
6.24649894559368e+002	(-2.37540646259326e+000dB,-4.20055978139395e+001°)
6.29462705897085e+002	(-2.40593072692629e+000dB,-4.22534486173143e+001°)
6.34312599051631e+002	(-2.43678525597589e+000dB,-4.25020010440987e+001°)
6.39199859731513e+002	(-2.46797246518214e+000dB,-4.27512469334031e+001°)
6.44124775846568e+002	(-2.49949477367391e+000dB,-4.30011780545189e+001°)
6.49087637524926e+002	(-2.53135460443456e+000dB,-4.32517861102754e+001°)
6.54088737130099e+002	(-2.56355438448870e+000dB,-4.35030627404859e+001°)
6.59128369278205e+002	(-2.59609654511095e+000dB,-4.37549995254833e+001°)
