Freq.	V(vout)
5.00000000000000e+002	(-2.37764263748682e+000dB,-4.15099098036890e+001°)
5.03852407068052e+002	(-2.40801713869041e+000dB,-4.17519979454781e+001°)
5.07734496216540e+002	(-2.43871577184530e+000dB,-4.19947139175353e+001°)
5.11646496140377e+002	(-2.46974079425236e+000dB,-4.22380486309023e+001°)
5.15588637296528e+002	(-2.50109446373822e+000dB,-4.24819929148416e+001°)
5.19561151917585e+002	(-2.53277903876424e+000dB,-4.27265375199142e+001°)
5.23564274025450e+002	(-2.56479677855519e+000dB,-4.29716731211343e+001°)
5.27598239445121e+002	(-2.59714994324805e+000dB,-4.32173903212015e+001°)
5.31663285818581e+002	(-2.62984079406192e+000dB,-4.34636796538092e+001°)
5.35759652618804e+002	(-2.66287159348935e+000dB,-4.37105315870272e+001°)
5.39887581163855e+002	(-2.69624460550994e+000dB,-4.39579365267587e+001°)
5.44047314631114e+002	(-2.72996209582679e+000dB,-4.42058848202689e+001°)
5.48239098071593e+002	(-2.76402633212641e+000dB,-4.44543667597853e+001°)
5.52463178424380e+002	(-2.79843958436289e+000dB,-4.47033725861670e+001°)
5.56719804531181e+002	(-2.83320412506685e+000dB,-4.49528924926433e+001°)
5.61009227150983e+002	(-2.86832222967988e+000dB,-4.52029166286177e+001°)
5.65331698974820e+002	(-2.90379617691522e+000dB,-4.54534351035387e+001°)
5.69687474640669e+002	(-2.93962824914525e+000dB,-4.57044379908332e+001°)
5.74076810748442e+002	(-2.97582073281650e+000dB,-4.59559153319023e+001°)
5.78499965875106e+002	(-3.01237591889297e+000dB,-4.62078571401778e+001°)
5.82957200589917e+002	(-3.04929610332826e+000dB,-4.64602534052376e+001°)
5.87448777469766e+002	(-3.08658358756741e+000dB,-4.67130940969777e+001°)
5.91974961114652e+002	(-3.12424067907898e+000dB,-4.69663691698402e+001°)
5.96536018163268e+002	(-3.16226969191826e+000dB,-4.72200685670947e+001°)
6.01132217308708e+002	(-3.20067294732208e+000dB,-4.74741822251713e+001°)
6.05763829314295e+002	(-3.23945277433630e+000dB,-4.77287000780445e+001°)
6.10431127029537e+002	(-3.27861151047627e+000dB,-4.79836120616645e+001°)
6.15134385406192e+002	(-3.31815150242146e+000dB,-4.82389081184362e+001°)
6.19873881514473e+002	(-3.35807510674458e+000dB,-4.84945782017416e+001°)
6.24649894559368e+002	(-3.39838469067635e+000dB,-4.87506122805066e+001°)
6.29462705897085e+002	(-3.43908263290632e+000dB,-4.90070003438083e+001°)
6.34312599051631e+002	(-3.48017132442082e+000dB,-4.92637324055215e+001°)
6.39199859731513e+002	(-3.52165316937866e+000dB,-4.95207985090041e+001°)
6.44124775846568e+002	(-3.56353058602546e+000dB,-4.97781887318174e+001°)
6.49087637524926e+002	(-3.60580600764734e+000dB,-5.00358931904818e+001°)
6.54088737130099e+002	(-3.64848188356502e+000dB,-5.02939020452643e+001°)
6.59128369278205e+002	(-3.69156068016889e+000dB,-5.05522055049985e+001°)
6.64206830855327e+002	(-3.73504488199619e+000dB,-5.08107938319332e+001°)
6.69324421034998e+002	(-3.77893699285104e+000dB,-5.10696573466096e+001°)
6.74481441295829e+002	(-3.82323953696826e+000dB,-5.13287864327659e+001°)
