Freq.	V(vout)
5.00000000000000e+002	(-2.24133381791229e+000dB,-3.99717282726375e+001°)
5.03852407068052e+002	(-2.27008957274610e+000dB,-4.02061016631266e+001°)
5.07734496216540e+002	(-2.29915365335665e+000dB,-4.04410883714958e+001°)
5.11646496140377e+002	(-2.32852818363447e+000dB,-4.06766791379478e+001°)
5.15588637296528e+002	(-2.35821528526348e+000dB,-4.09128646031021e+001°)
5.19561151917585e+002	(-2.38821707771005e+000dB,-4.11496353106177e+001°)
5.23564274025450e+002	(-2.41853567822809e+000dB,-4.13869817098936e+001°)
5.27598239445121e+002	(-2.44917320188064e+000dB,-4.16248941588444e+001°)
5.31663285818581e+002	(-2.48013176157866e+000dB,-4.18633629267497e+001°)
5.35759652618804e+002	(-2.51141346813743e+000dB,-4.21023781971777e+001°)
5.39887581163855e+002	(-2.54302043035135e+000dB,-4.23419300709801e+001°)
5.44047314631114e+002	(-2.57495475508746e+000dB,-4.25820085693584e+001°)
5.48239098071593e+002	(-2.60721854739859e+000dB,-4.28226036369998e+001°)
5.52463178424380e+002	(-2.63981391065638e+000dB,-4.30637051452808e+001°)
5.56719804531181e+002	(-2.67274294670505e+000dB,-4.33053028955386e+001°)
5.61009227150983e+002	(-2.70600775603636e+000dB,-4.35473866224064e+001°)
5.65331698974820e+002	(-2.73961043798638e+000dB,-4.37899459972139e+001°)
5.69687474640669e+002	(-2.77355309095470e+000dB,-4.40329706314485e+001°)
5.74076810748442e+002	(-2.80783781264661e+000dB,-4.42764500802779e+001°)
5.78499965875106e+002	(-2.84246670033898e+000dB,-4.45203738461308e+001°)
5.82957200589917e+002	(-2.87744185117027e+000dB,-4.47647313823343e+001°)
5.87448777469766e+002	(-2.91276536245539e+000dB,-4.50095120968070e+001°)
5.91974961114652e+002	(-2.94843933202605e+000dB,-4.52547053558040e+001°)
5.96536018163268e+002	(-2.98446585859703e+000dB,-4.55003004877139e+001°)
6.01132217308708e+002	(-3.02084704215922e+000dB,-4.57462867869047e+001°)
6.05763829314295e+002	(-3.05758498439979e+000dB,-4.59926535176159e+001°)
6.10431127029537e+002	(-3.09468178915035e+000dB,-4.62393899178971e+001°)
6.15134385406192e+002	(-3.13213956286354e+000dB,-4.64864852035876e+001°)
