frequency;MAG;PHA
6912.52505;-5.704155397;55.0623787
6938.071612;-5.674984824;54.95137918
6963.712586;-5.650281647;54.84874718
6989.448321;-5.617009656;54.69502939
7015.279168;-5.589838934;54.59486579
7041.205477;-5.562926186;54.49028281
7067.227602;-5.533308425;54.38617895
7093.345897;-5.5051625;54.27431268
7119.560717;-5.475209467;54.15819303
7145.872418;-5.446791111;54.06178877
7172.28136;-5.420802646;53.94282668
7198.787901;-5.392606174;53.8452058
7225.392402;-5.364832557;53.65862369
7252.095225;-5.338068647;53.57889986
7278.896733;-5.311214893;53.47652484
7305.797292;-5.284243636;53.31965963
7332.797267;-5.243173227;53.24838839
7359.897025;-5.21593058;53.13005967
7387.096936;-5.191397226;52.98582927
7414.397369;-5.163302486;52.90552633
7441.798696;-5.1371666;52.7922441
7469.30129;-5.108213303;52.6493837
7496.905525;-5.086907506;52.5181637
7524.611777;-5.058366037;52.42207396
7552.420423;-5.033941394;52.34536853
7580.33184;-5.006672534;52.20861291
7608.34641;-4.978715085;52.08450272
7636.464513;-4.958629078;51.97128854
7664.686532;-4.931141579;51.84001602
7693.012851;-4.905070611;51.72645229
7721.443855;-4.876536015;51.63045207
7749.979931;-4.851032746;51.49863163
7778.621468;-4.829521505;51.38554323
7807.368855;-4.792082807;51.29395171
7836.222484;-4.770187282;51.18996922
7865.182747;-4.743483589;51.0886719
7894.250038;-4.71756065;50.93848395
7923.424752;-4.692320353;50.83872765
7952.707288;-4.673942159;50.70878978
7982.098042;-4.643633016;50.59529977
8011.597416;-4.622184567;50.49341367
8041.205811;-4.599229425;50.37049335
8070.923629;-4.575814683;50.29249598
8100.751274;-4.558692979;50.15648907
8130.689154;-4.526837731;50.05373796
8160.737675;-4.506256523;49.91602545
8190.897246;-4.482724364;49.84169727
8221.168277;-4.454971962;49.7035591
8251.551181;-4.434731414;49.56390663
8282.04637;-4.406254156;49.48674518
8312.654261;-4.390540643;49.34165432
8343.375268;-4.361603355;49.23183133
8374.209811;-4.341281843;49.13833269
8405.158309;-4.318260357;49.03140574
8436.221184;-4.296614032;48.89011759
8467.398857;-4.275419497;48.78888006
8498.691753;-4.251861203;48.68597506
8530.100298;-4.231080486;48.58318093
8561.624919;-4.206161226;48.45052753
8593.266045;-4.186299799;48.35739819
8625.024108;-4.162877095;48.23319774
8656.899538;-4.143028997;48.14569054
8688.89277;-4.119620971;48.02530077
8721.00424;-4.099888495;47.88817618
8753.234383;-4.078712977;47.80237635
8785.583639;-4.054890907;47.62638004
8818.052448;-4.040026982;47.57742763
8850.641252;-4.047655169;47.46635194
8883.350493;-3.992323724;47.33849178
8916.180618;-3.998240978;47.23467436
8949.132074;-3.975868698;47.15062528
8982.205307;-3.957927845;47.0081081
9015.400769;-3.938645508;46.9238181
9048.718911;-3.920873084;46.8184225
9082.160187;-3.898314174;46.70536019
9115.725051;-3.878763129;46.58343951
9149.413961;-3.858904936;46.49434853
9183.227375;-3.841723338;46.35708697
9217.165752;-3.816723599;46.25848671
9251.229556;-3.798634413;46.12391156
9285.419249;-3.778072758;46.05288287
9319.735296;-3.76121747;45.91009695
9354.178165;-3.738519969;45.82893443
9388.748324;-3.721624617;45.71452504
9423.446243;-3.700314785;45.59350753
9458.272396;-3.681480036;45.5116463
9493.227255;-3.657172476;45.38532088
9528.311297;-3.641054817;45.26444364
9563.524998;-3.622397739;45.1707057
9598.868838;-3.605808416;45.07513196
9634.343299;-3.590047226;44.94834691
9669.948862;-3.568979116;44.8405211
9705.686012;-3.548140486;44.71309971
9741.555235;-3.530949654;44.62220663
9777.557021;-3.509184815;44.51617956
9813.691857;-3.492563404;44.38243116
9849.960237;-3.477163231;44.29356073
9886.362654;-3.45884867;44.17558503
9922.899603;-3.440686588;44.06693828
9959.571581;-3.423413594;43.96574345
9996.379088;-3.402399124;43.86100037
10033.32262;-3.382433701;43.75256082
10070.40269;-3.366888126;43.62084549
10107.61979;-3.346524184;43.55070355
10144.97444;-3.332091744;43.44388031
10182.46714;-3.314149245;43.29588533
10220.0984;-3.297293238;43.21565745
10257.86873;-3.276805401;43.09248011
10295.77865;-3.262136802;42.95732462
10333.82868;-3.246101584;42.88509321
10372.01932;-3.22873387;42.74812392
10410.35111;-3.20784898;42.65679864
10448.82456;-3.194473678;42.55523857
10487.44019;-3.186255263;42.64828422
10526.19854;-3.165901719;42.50852232
10565.10012;-3.148311255;42.44071817
10604.14548;-3.133118848;42.35225882
10643.33513;-3.117209366;42.20047492
10682.66962;-3.102121787;42.0904094
10722.14947;-3.078929074;41.9959131
10761.77523;-3.065759805;41.88907123
10801.54743;-3.049840688;41.77353939
10841.46662;-3.031371074;41.66496908
10881.53334;-3.017673549;41.55325346
10921.74813;-3.00005824;41.44844233
10962.11155;-2.986580877;41.33434683
11002.62413;-2.967781804;41.24602358
11043.28644;-2.955990717;41.12229038
11084.09902;-2.939582211;41.01176761
11125.06244;-2.923094308;40.89286722
11166.17724;-2.90121585;40.80360666
11207.44399;-2.886629994;40.71306832
11248.86325;-2.873324724;40.58312009
11290.43558;-2.853639376;40.49313939
11332.16155;-2.841744317;40.38527042
11374.04172;-2.82347113;40.2859111
11416.07667;-2.809061475;40.17632688
11458.26697;-2.798227431;40.07545749
11500.6132;-2.779395568;39.96034574
11543.11592;-2.766832215;39.8476963
11585.77572;-2.75010996;39.7523755
11628.59317;-2.735790601;39.63314063
11671.56887;-2.720012382;39.54884341
11714.70339;-2.70589207;39.43520794
11757.99732;-2.691760151;39.34936256
11801.45125;-2.677326766;39.25762102
11845.06578;-2.665766013;39.09296286
11888.84149;-2.646046531;39.00309442
11932.77899;-2.633651635;38.90025126
11976.87886;-2.621572096;38.80852201
12021.14171;-2.606211188;38.70016752
12065.56815;-2.590852381;38.57923223
12110.15877;-2.5779875;38.48130024
12154.91418;-2.563940301;38.37299043
12199.835;-2.549295686;38.2999482
12244.92183;-2.532697031;38.1771608
12290.17528;-2.518111258;38.08011661
12335.59598;-2.502890848;37.95907526
12381.18454;-2.493928531;37.87567509
12426.94158;-2.482404158;37.77190698
12472.86773;-2.466948561;37.67347006
12518.9636;-2.452189645;37.54767853
12565.22983;-2.436405881;37.45324292
12611.66705;-2.427450035;37.35482233
12658.27588;-2.412739724;37.23009858
12705.05697;-2.397511405;37.1379735
12752.01094;-2.386924421;37.03119032
12799.13844;-2.375517229;36.94134269
12846.44011;-2.361771942;36.85621804
12893.9166;-2.347832507;36.72393847
12941.56854;-2.334568132;36.63004975
12989.39659;-2.31778083;36.51905154
13037.40139;-2.310074199;36.43381898
13085.58361;-2.299979221;36.31707728
13133.94389;-2.28623767;36.21559096
13182.4829;-2.273661082;36.13368624
13231.20129;-2.261536654;36.04899482
13280.09973;-2.24878241;35.90788678
13329.17889;-2.243669236;35.82565435
13378.43943;-2.224934718;35.73488967
13427.88201;-2.214372778;35.63582766
13477.50733;-2.2002197;35.5239754
13527.31604;-2.187711708;35.42042015
13577.30883;-2.177730693;35.3236471
13627.48638;-2.165900937;35.24097283
13677.84937;-2.15653281;35.12786812
13728.39848;-2.144272564;35.04317221
13779.13441;-2.130064145;34.93085197
13830.05784;-2.11820451;34.8144557
13881.16947;-2.106861407;34.74429835
13932.47;-2.093398028;34.64012512
13983.96011;-2.084363306;34.54224002
14035.64052;-2.074082371;34.42103027
14087.51192;-2.061344411;34.33973826
14139.57502;-2.049760237;34.24382501
14191.83053;-2.040703483;34.1548472
14244.27916;-2.028529541;34.04329645
14296.92163;-2.016132221;33.96620361
14349.75864;-2.006274331;33.85161627
14402.79093;-1.994046919;33.7549835
14456.0192;-1.983212055;33.66828175
14509.44419;-1.974120502;33.55590211
14563.06663;-1.95928956;33.4602509
14616.88723;-1.950297595;33.36809316
14670.90674;-1.93695201;33.27378844
14725.12589;-1.930087744;33.16986293
14779.54542;-1.91830782;33.0850852
14834.16606;-1.910528999;32.99726734
14888.98856;-1.901273799;32.87651907
14944.01368;-1.888155566;32.79533164
14999.24214;-1.876328008;32.70623905
15054.67472;-1.866346928;32.6073116
15110.31216;-1.859568396;32.54697904
15166.15521;-1.846069647;32.41913065
15222.20465;-1.834174424;32.34745026
15278.46122;-1.825721509;32.23270153
15334.92571;-1.813182697;32.14595369
15391.59886;-1.806096574;32.05668142
15448.48147;-1.796162565;31.92955121
15505.5743;-1.788244436;31.85653977
15562.87812;-1.776702001;31.76988992
15620.39372;-1.766060553;31.65312143
15678.12188;-1.757671273;31.58356675
15736.06338;-1.748926794;31.49089358
15794.21902;-1.737250242;31.40608767
15852.58959;-1.730745697;31.28139266
15911.17587;-1.717415477;31.20867126
15969.97867;-1.710652675;31.11131289
16028.99879;-1.700290593;31.01621657
16088.23703;-1.690375291;30.91883745
16147.6942;-1.681794881;30.8345555
16207.3711;-1.67091756;30.73251647
16267.26854;-1.663837839;30.6450672
16327.38735;-1.659516411;30.54018951
16387.72834;-1.654121558;30.45119918
16448.29234;-1.643198674;30.36999361
16509.08015;-1.634953017;30.28679801
16570.09263;-1.626660845;30.19994705
16631.33058;-1.616837567;30.10521219
16692.79485;-1.609578095;29.99930742
16754.48628;-1.602297787;29.92335994
16816.40569;-1.590227834;29.81220031
16878.55394;-1.58391851;29.72659513
16940.93188;-1.574893417;29.65253117
17003.54034;-1.567294967;29.56941357
17066.38018;-1.559110353;29.48451506
17129.45226;-1.548105979;29.36486962
17192.75744;-1.541305679;29.28970948
17256.29657;-1.531133422;29.19322394
17320.07052;-1.523520241;29.12862031
17384.08016;-1.515926768;29.05216135
17448.32637;-1.510125503;28.94558183
17512.81;-1.498102448;28.85774871
17577.53195;-1.492573182;28.78352021
17642.49309;-1.485530352;28.67733932
17707.6943;-1.47448615;28.59790889
17773.13648;-1.468017629;28.49744499
17838.82052;-1.456825391;28.42465282
17904.7473;-1.452156418;28.33656841
17970.91773;-1.443707472;28.21772311
18037.3327;-1.439559274;28.15023895
18103.99312;-1.428948442;28.07215369
18170.8999;-1.421865172;27.97790606
18238.05394;-1.409551324;27.87745426
18305.45617;-1.403358634;27.80485696
18373.10749;-1.396524323;27.71846714
18441.00883;-1.388718579;27.64082428
18509.16112;-1.383404406;27.55110515
18577.56527;-1.374456701;27.47309912
18646.22223;-1.369721759;27.38185748
18715.13291;-1.358971014;27.29904951
18784.29828;-1.350385366;27.20888567
18853.71925;-1.343600445;27.10935139
18923.39679;-1.3390983;27.02613622
18993.33183;-1.330599799;26.95047706
19063.52533;-1.322398703;26.89522666
19133.97824;-1.317277481;26.79310843
19204.69153;-1.31098775;26.71007175
19275.66615;-1.302308286;26.6332452
19346.90307;-1.296012112;26.5457793
19418.40326;-1.287311233;26.45239738
19490.16769;-1.281244658;26.38194507
19562.19734;-1.275482247;26.29027123
19634.49319;-1.267309765;26.21944084
19707.05623;-1.260546423;26.13980723
19779.88743;-1.256180381;26.06100693
19852.9878;-1.244597597;25.97696284
19926.35832;-1.240101408;25.89012168
20000;-1.234668631;25.8068363
