frequency;MAG;PHA
23988.32919;-4.89982482;-53.95137456
24322.04009;-4.97467427;-54.38142803
24660.39337;-5.059514854;-54.65061947
25003.45362;-5.126370267;-55.03128992
25351.2863;-5.204140981;-55.32278892
25703.95783;-5.301502704;-55.73278627
26061.5355;-5.381993617;-56.12345549
26424.08757;-5.461619799;-56.48142033
26791.68325;-5.538145455;-56.78136695
27164.39269;-5.622728988;-57.13391116
27542.28703;-5.711631228;-57.50838567
27925.43841;-5.79631056;-57.85354413
28313.91996;-5.875722404;-58.15607321
28707.80582;-5.978904479;-58.49243864
29107.17118;-6.058685404;-58.72042228
29512.09227;-6.143291704;-59.13845531
29922.64637;-6.223267929;-59.49075071
30338.91184;-6.311164387;-59.85927121
30760.96815;-6.404106411;-60.08892331
31188.89584;-6.491818995;-60.48712734
31622.7766;-6.566283908;-60.7400975
32062.69325;-6.675210751;-61.11711661
32508.72974;-6.761275585;-61.41504028
32960.97122;-6.845906231;-61.66841075
33419.504;-6.952774307;-62.08076998
33884.41561;-7.050692205;-62.32752258
34355.79479;-7.141463871;-62.60959576
34833.7315;-7.225953066;-62.98302541
35318.31698;-7.324979355;-63.22536811
35809.64371;-7.412883595;-63.52161355
36307.80548;-7.507218617;-63.86800742
36812.89736;-7.608919166;-64.10227484
37325.01578;-7.708143844;-64.42599287
37844.25847;-7.808659494;-64.65001246
38370.72455;-7.898247095;-64.97024889
38904.5145;-7.998672352;-65.31484031
39445.73021;-8.084962103;-65.58938288
39994.47498;-8.199286473;-65.84143332
40550.85354;-8.303729105;-66.12852616
41114.97211;-8.396960405;-66.41172968
41686.93835;-8.499756537;-66.70434551
42266.86143;-8.598749471;-66.96054362
42854.85204;-8.700538299;-67.12708768
43451.02242;-8.801098824;-67.4640187
44055.48635;-8.900800845;-67.81297112
44668.35922;-9.002495631;-67.93880466
45289.75799;-9.105513091;-68.24118077
45919.80128;-9.202557825;-68.48051443
46558.60935;-9.30498112;-68.69258686
47206.30413;-9.418225275;-68.9617019
47863.00923;-9.51310223;-69.08688416
48528.85002;-9.615644505;-69.47537891
49203.95357;-9.721766436;-69.70916457
49888.44875;-9.823280247;-69.93592945
50582.4662;-9.932230884;-70.2000209
51286.1384;-10.02908541;-70.50245142
51999.59965;-10.14798229;-70.63100419
52722.98614;-10.25785829;-70.91849809
53456.43594;-10.36164421;-71.12675018
54200.08904;-10.47169913;-71.3802742
54954.08739;-10.58009024;-71.51780079
55718.57489;-10.67634148;-71.75573411
56493.69748;-10.78116272;-71.9427456
57279.6031;-10.91192785;-72.17927453
58076.44175;-11.00277319;-72.34876193
58884.36554;-11.11430239;-72.52544057
59703.52866;-11.21601294;-72.83877182
60534.08748;-11.32903194;-73.00946887
61376.20052;-11.43695283;-73.19562119
62230.02852;-11.5399639;-73.44679739
63095.73445;-11.65463817;-73.56238241
63973.48355;-11.76897989;-73.72603985
64863.44335;-11.87832136;-73.9776014
65765.78374;-11.97419917;-74.1699483
66680.67692;-12.09751231;-74.34016384
67608.29754;-12.19118854;-74.56633461
68548.82265;-12.30810044;-74.70095161
69502.43176;-12.42251255;-74.81787704
70469.3069;-12.53597617;-75.04401355
71449.63261;-12.6405273;-75.29794205
72443.59601;-12.74286402;-75.36318194
73451.38682;-12.86076957;-75.53139489
74473.19739;-12.97290338;-75.7694733
75509.22277;-13.0777853;-75.98263108
76559.66069;-13.1942573;-76.08920426
77624.71166;-13.3096209;-76.26978543
78704.57897;-13.39545385;-76.33124754
79799.46873;-13.49698175;-76.65031385
80909.58992;-13.61535281;-76.7048641
82035.15443;-13.72661793;-76.88378997
83176.37711;-13.84515925;-77.04636324
84333.47578;-13.94820501;-77.19825636
85506.67129;-14.05300611;-77.28565271
86696.18758;-14.18001432;-77.53534046
87902.25168;-14.27528317;-77.65379667
89125.09381;-14.39398089;-77.73604148
90364.94737;-14.50714638;-77.99450364
91622.04901;-14.64433175;-78.09864586
92896.63868;-14.74364513;-78.22647968
94188.95965;-14.84371624;-78.37729024
95499.2586;-14.96492087;-78.52373611
96827.78563;-15.07061669;-78.77142277
98174.7943;-15.20038631;-78.85445244
99540.54174;-15.29118679;-78.94376722
100925.2886;-15.41851609;-79.00740623
