Freq.	V(vin)/I(R3)
2.13796208950222e+005	(8.20609665349533e+001dB,1.79956306652899e+002°)
2.18776162394954e+005	(8.20608533274647e+001dB,1.79957010598992e+002°)
2.23872113856833e+005	(8.20607436656447e+001dB,1.79957716679091e+002°)
2.29086765276776e+005	(8.20606375026694e+001dB,1.79958424107180e+002°)
2.34422881531991e+005	(8.20605347876401e+001dB,1.79959132132409e+002°)
2.39883291901948e+005	(8.20604354660053e+001dB,1.79959840039422e+002°)
2.45470891568502e+005	(8.20603394799697e+001dB,1.79960547148493e+002°)
2.51188643150957e+005	(8.20602467688884e+001dB,1.79961252815487e+002°)
2.57039578276885e+005	(8.20601572696465e+001dB,1.79961956431656e+002°)
2.63026799189537e+005	(8.20600709170199e+001dB,1.79962657423280e+002°)
2.69153480392690e+005	(8.20599876440207e+001dB,1.79963355251186e+002°)
2.75422870333815e+005	(8.20599073822228e+001dB,1.79964049410136e+002°)
2.81838293126444e+005	(8.20598300620697e+001dB,1.79964739428118e+002°)
2.88403150312659e+005	(8.20597556131632e+001dB,1.79965424865542e+002°)
2.95120922666637e+005	(8.20596839645333e+001dB,1.79966105314355e+002°)
3.01995172040200e+005	(8.20596150448898e+001dB,1.79966780397094e+002°)
3.09029543251358e+005	(8.20595487828548e+001dB,1.79967449765874e+002°)
3.16227766016836e+005	(8.20594851071778e+001dB,1.79968113101344e+002°)
3.23593656929627e+005	(8.20594239469326e+001dB,1.79968770111593e+002°)
3.31131121482589e+005	(8.20593652316975e+001dB,1.79969420531039e+002°)
3.38844156139201e+005	(8.20593088917189e+001dB,1.79970064119298e+002°)
3.46736850452530e+005	(8.20592548580587e+001dB,1.79970700660037e+002°)
3.54813389233574e+005	(8.20592030627272e+001dB,1.79971329959828e+002°)
3.63078054770099e+005	(8.20591534388010e+001dB,1.79971951847001e+002°)
3.71535229097171e+005	(8.20591059205273e+001dB,1.79972566170504e+002°)
3.80189396320559e+005	(8.20590604434154e+001dB,1.79973172798778e+002°)
3.89045144994279e+005	(8.20590169443155e+001dB,1.79973771618640e+002°)
3.98107170553495e+005	(8.20589753614865e+001dB,1.79974362534194e+002°)
4.07380277804111e+005	(8.20589356346524e+001dB,1.79974945465762e+002°)
4.16869383470333e+005	(8.20588977050495e+001dB,1.79975520348833e+002°)
4.26579518801590e+005	(8.20588615154628e+001dB,1.79976087133050e+002°)
4.36515832240164e+005	(8.20588270102549e+001dB,1.79976645781217e+002°)
4.46683592150961e+005	(8.20587941353860e+001dB,1.79977196268343e+002°)
4.57088189614873e+005	(8.20587628384268e+001dB,1.79977738580714e+002°)
4.67735141287196e+005	(8.20587330685637e+001dB,1.79978272714993e+002°)
4.78630092322636e+005	(8.20587047765986e+001dB,1.79978798677364e+002°)
4.89778819368444e+005	(8.20586779149417e+001dB,1.79979316482698e+002°)
5.01187233627270e+005	(8.20586524375993e+001dB,1.79979826153760e+002°)
5.12861383991362e+005	(8.20586283001571e+001dB,1.79980327720443e+002°)
5.24807460249770e+005	(8.20586054597577e+001dB,1.79980821219044e+002°)
5.37031796370250e+005	(8.20585838750748e+001dB,1.79981306691562e+002°)
5.49540873857621e+005	(8.20585635062836e+001dB,1.79981784185043e+002°)
5.62341325190346e+005	(8.20585443150269e+001dB,1.79982253750941e+002°)
5.75439937337154e+005	(8.20585262643783e+001dB,1.79982715444528e+002°)
5.88843655355586e+005	(8.20585093188036e+001dB,1.79983169324324e+002°)
6.02559586074354e+005	(8.20584934441171e+001dB,1.79983615451565e+002°)
6.16595001861479e+005	(8.20584786074383e+001dB,1.79984053889698e+002°)
6.30957344480189e+005	(8.20584647771442e+001dB,1.79984484703914e+002°)
6.45654229034652e+005	(8.20584519228210e+001dB,1.79984907960701e+002°)
6.60693448007592e+005	(8.20584400152131e+001dB,1.79985323727437e+002°)
6.76082975391978e+005	(8.20584290261719e+001dB,1.79985732072007e+002°)
6.91830970918932e+005	(8.20584189286015e+001dB,1.79986133062457e+002°)
7.07945784384134e+005	(8.20584096964048e+001dB,1.79986526766665e+002°)
7.24435960074986e+005	(8.20584013044277e+001dB,1.79986913252055e+002°)
7.41310241300913e+005	(8.20583937284030e+001dB,1.79987292585334e+002°)
7.58577575029179e+005	(8.20583869448938e+001dB,1.79987664832255e+002°)
7.76247116628687e+005	(8.20583809312357e+001dB,1.79988030057419e+002°)
7.94328234724276e+005	(8.20583756654800e+001dB,1.79988388324091e+002°)
8.12830516164094e+005	(8.20583711263362e+001dB,1.79988739694064e+002°)
8.31763771102666e+005	(8.20583672931147e+001dB,1.79989084227531e+002°)
8.51138038202371e+005	(8.20583641456703e+001dB,1.79989421983004e+002°)
8.70963589956075e+005	(8.20583616643466e+001dB,1.79989753017249e+002°)
8.91250938133740e+005	(8.20583598299204e+001dB,1.79990077385253e+002°)
9.12010839355904e+005	(8.20583586235485e+001dB,1.79990395140219e+002°)
9.33254300796985e+005	(8.20583580267148e+001dB,1.79990706333592e+002°)
9.54992586021430e+005	(8.20583580211804e+001dB,1.79991011015100e+002°)
9.77237220955804e+005	(8.20583585889341e+001dB,1.79991309232834e+002°)
1.00000000000000e+006	(8.20583597121471e+001dB,1.79991601033347e+002°)
