-9;-9.0531;-7.996;-9.0531;-7.996
-6.60E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894;
-6.50E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886;
-6.40E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877;
-6.30E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869;
-6.20E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586;
-6.10E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851;
-6.00E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818;
-5.90E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338;
-5.80E+00;-8.99E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602;
-5.70E+00;-8.95E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216;
-5.60E+00;-8.82E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099;
-5.50E+00;-8.66E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798;
-5.40E+00;-8.50E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327;
-5.30E+00;-8.35E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859;
-5.20E+00;-8.19E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391;
-5.10E+00;-8.03E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922;
-5.00E+00;-7.87E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453;
-4.90E+00;-7.72E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985;
-4.80E+00;-7.56E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517;
-4.70E+00;-7.40E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048;
-4.60E+00;-7.24E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048,-7.243579;
-4.50E+00;-7.09E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048,-7.243579,-7.086111;
-4.40E+00;-6.93E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048,-7.243579,-7.086111,-6.928642;
-4.30E+00;-6.77E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048,-7.243579,-7.086111,-6.928642,-6.771174;
-4.20E+00;-6.61E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048,-7.243579,-7.086111,-6.928642,-6.771174,-6.613706;
-4.10E+00;-6.46E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048,-7.243579,-7.086111,-6.928642,-6.771174,-6.613706,-6.456237;
-4.00E+00;-6.30E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048,-7.243579,-7.086111,-6.928642,-6.771174,-6.613706,-6.456237,-6.298769;
-3.90E+00;-6.14E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001;-8.996099,-8.996091,-8.996082,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995972,-8.995963,-8.995955,-8.995946,-8.995937,-8.995929,-8.99592,-8.995912,-8.995903,-8.995894,-8.995886,-8.995877,-8.995869,-8.99586,-8.995851,-8.995818,-8.995338,-8.988602,-8.949216,-8.818099,-8.660798,-8.503327,-8.345859,-8.188391,-8.030922,-7.873453,-7.715985,-7.558517,-7.401048,-7.243579,-7.086111,-6.928642,-6.771174,-6.613706,-6.456237,-6.298769,-6.1413;
