-9;-9.0531;-8.1147;-9.0531;-8.1147
-1.00E+00;-8.66E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412;
-9.00E-01;-7.79E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581;
-8.00E-01;-6.93E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419;
-7.00E-01;-6.06E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419,-6.062422;
-6.00E-01;-5.20E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419,-6.062422,-5.196424;
-5.00E-01;-4.33E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419,-6.062422,-5.196424,-4.330427;
-4.00E-01;-3.46E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419,-6.062422,-5.196424,-4.330427,-3.46443;
-3.00E-01;-2.60E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419,-6.062422,-5.196424,-4.330427,-3.46443,-2.598433;
-2.00E-01;-1.73E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419,-6.062422,-5.196424,-4.330427,-3.46443,-2.598433,-1.732436;
-1.00E-01;-8.66E-01;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419,-6.062422,-5.196424,-4.330427,-3.46443,-2.598433,-1.732436,-0.8664395;
-1.52E-14;-4.43E-04;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001,-4.40000000000001,-4.30000000000001,-4.20000000000001,-4.10000000000001,-4.00000000000001,-3.90000000000001,-3.80000000000001,-3.70000000000001,-3.60000000000001,-3.50000000000001,-3.40000000000001,-3.30000000000001,-3.20000000000001,-3.10000000000001,-3.00000000000001,-2.90000000000001,-2.80000000000001,-2.70000000000001,-2.60000000000001,-2.50000000000001,-2.40000000000001,-2.30000000000001,-2.20000000000001,-2.10000000000001,-2.00000000000001,-1.90000000000001,-1.80000000000001,-1.70000000000001,-1.60000000000001,-1.50000000000001,-1.40000000000001,-1.30000000000001,-1.20000000000001,-1.10000000000001,-1.00000000000001,-0.900000000000015,-0.800000000000015,-0.700000000000015,-0.600000000000015,-0.500000000000015,-0.400000000000015,-0.300000000000015,-0.200000000000015,-0.100000000000015,-1.52378110129802E-14;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852,-8.995844,-8.995835,-8.995827,-8.995818,-8.995809,-8.9958,-8.995791,-8.995783,-8.995774,-8.995766,-8.995757,-8.995749,-8.99574,-8.995731,-8.995723,-8.995714,-8.995706,-8.995697,-8.995688,-8.99568,-8.995671,-8.995663,-8.995653,-8.995645,-8.995636,-8.995627,-8.995619,-8.99561,-8.995602,-8.995593,-8.995584,-8.995576,-8.995566,-8.995558,-8.995549,-8.995541,-8.995532,-8.995523,-8.995515,-8.995506,-8.995497,-8.995488,-8.99548,-8.995471,-8.995462,-8.995454,-8.995442,-8.995383,-8.994378,-8.980969,-8.660412,-7.794581,-6.928419,-6.062422,-5.196424,-4.330427,-3.46443,-2.598433,-1.732436,-0.8664395,-0.0004426505;
