-9;-9.0531;-8.1147;-9.0531;-8.1147
-8.50E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058;
-8.40E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049;
-8.30E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604;
-8.20E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032;
-8.10E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023;
-8.00E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015;
-7.90E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006;
-7.80E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997;
-7.70E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989;
-7.60E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598;
-7.50E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973;
-7.40E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964;
-7.30E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955;
-7.20E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947;
-7.10E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938;
-7.00E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593;
-6.90E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921;
-6.80E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913;
-6.70E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904;
-6.60E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895;
-6.50E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887;
-6.40E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878;
-6.30E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587;
-6.20E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861;
-6.10E+00;-9.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001;-8.9961,-8.996092,-8.996083,-8.996075,-8.996066,-8.996058,-8.996049,-8.99604,-8.996032,-8.996023,-8.996015,-8.996006,-8.995997,-8.995989,-8.99598,-8.995973,-8.995964,-8.995955,-8.995947,-8.995938,-8.99593,-8.995921,-8.995913,-8.995904,-8.995895,-8.995887,-8.995878,-8.99587,-8.995861,-8.995852;
