Freq.	V(vin)/-I(R1)
1.41253754462275e+004	(6.88867836640116e+001dB,7.77345562502763e+000°)
1.44543977074592e+004	(6.88983339018558e+001dB,7.93689175217105e+000°)
1.47910838816820e+004	(6.89103706217770e+001dB,8.10296949751383e+000°)
1.51356124843620e+004	(6.89229116824874e+001dB,8.27167781485728e+000°)
1.54881661891248e+004	(6.89359753645138e+001dB,8.44300137776047e+000°)
1.58489319246111e+004	(6.89495803585344e+001dB,8.61692031187727e+000°)
1.62181009735893e+004	(6.89637457512222e+001dB,8.79340992024575e+000°)
1.65958690743756e+004	(6.89784910084137e+001dB,8.97244040218987e+000°)
1.69824365246174e+004	(6.89938359554198e+001dB,9.15397656661144e+000°)
1.73780082874937e+004	(6.90098007542936e+001dB,9.33797754057734e+000°)
1.77827941003892e+004	(6.90264058778699e+001dB,9.52439647424215e+000°)
1.81970085860998e+004	(6.90436720803935e+001dB,9.71318024328874e+000°)
1.86208713666286e+004	(6.90616203645574e+001dB,9.90426915021944e+000°)
1.90546071796324e+004	(6.90802719447767e+001dB,1.00975966259864e+001°)
1.94984459975804e+004	(6.90996482065335e+001dB,1.02930889336119e+001°)
1.99526231496887e+004	(6.91197706616383e+001dB,1.04906648756144e+001°)
2.04173794466952e+004	(6.91406608992674e+001dB,1.06902355072266e+001°)
2.08929613085403e+004	(6.91623405326516e+001dB,1.08917038575595e+001°)
2.13796208950222e+004	(6.91848311413123e+001dB,1.10949646610378e+001°)
2.18776162394954e+004	(6.92081542087646e+001dB,1.12999041015973e+001°)
2.23872113856833e+004	(6.92323310556311e+001dB,1.15063995722966e+001°)
2.29086765276777e+004	(6.92573827681454e+001dB,1.17143194531468e+001°)
2.34422881531991e+004	(6.92833301220523e+001dB,1.19235229101064e+001°)
2.39883291901948e+004	(6.93101935019558e+001dB,1.21338597183163e+001°)
2.45470891568502e+004	(6.93379928162018e+001dB,1.23451701127567e+001°)
2.51188643150957e+004	(6.93667474074320e+001dB,1.25572846696008e+001°)
2.57039578276885e+004	(6.93964759589920e+001dB,1.27700242215989e+001°)
2.63026799189537e+004	(6.94271963974282e+001dB,1.29831998108667e+001°)
2.69153480392691e+004	(6.94589257913634e+001dB,1.31966126824480e+001°)
2.75422870333816e+004	(6.94916802470989e+001dB,1.34100543219947e+001°)
2.81838293126444e+004	(6.95254748013479e+001dB,1.36233065408284e+001°)
2.88403150312660e+004	(6.95603233115671e+001dB,1.38361416115345e+001°)
2.95120922666637e+004	(6.95962383444147e+001dB,1.40483224570762e+001°)
3.01995172040200e+004	(6.96332310629215e+001dB,1.42596028962081e+001°)
3.09029543251358e+004	(6.96713111130254e+001dB,1.44697279477031e+001°)
3.16227766016837e+004	(6.97104865101738e+001dB,1.46784341956016e+001°)
3.23593656929627e+004	(6.97507635267575e+001dB,1.48854502173209e+001°)
3.31131121482590e+004	(6.97921465811875e+001dB,1.50904970760531e+001°)
3.38844156139201e+004	(6.98346381294733e+001dB,1.52932888784107e+001°)
3.46736850452530e+004	(6.98782385602037e+001dB,1.54935333977656e+001°)
3.54813389233574e+004	(6.99229460938591e+001dB,1.56909327631720e+001°)
3.63078054770100e+004	(6.99687566874147e+001dB,1.58851842131600e+001°)
3.71535229097171e+004	(7.00156639452041e+001dB,1.60759809130578e+001°)
3.80189396320560e+004	(7.00636590370216e+001dB,1.62630128338361e+001°)
3.89045144994279e+004	(7.01127306244345e+001dB,1.64459676897851e+001°)
3.98107170553496e+004	(7.01628647962596e+001dB,1.66245319316409e+001°)
4.07380277804111e+004	(7.02140450141285e+001dB,1.67983917910771e+001°)
4.16869383470334e+004	(7.02662520690257e+001dB,1.69672343717836e+001°)
4.26579518801591e+004	(7.03194640496272e+001dB,1.71307487816827e+001°)
4.36515832240164e+004	(7.03736563232023e+001dB,1.72886273001762e+001°)
4.46683592150961e+004	(7.04288015297627e+001dB,1.74405665737102e+001°)
4.57088189614873e+004	(7.04848695900487e+001dB,1.75862688323792e+001°)
4.67735141287196e+004	(7.05418277278471e+001dB,1.77254431197825e+001°)
4.78630092322636e+004	(7.05996405070160e+001dB,1.78578065279123e+001°)
4.89778819368444e+004	(7.06582698834797e+001dB,1.79830854284869e+001°)
5.01187233627270e+004	(7.07176752723200e+001dB,1.81010166918704e+001°)
5.12861383991362e+004	(7.07778136299655e+001dB,1.82113488845296e+001°)
5.24807460249770e+004	(7.08386395513339e+001dB,1.83138434358960e+001°)
5.37031796370250e+004	(7.09001053816472e+001dB,1.84082757655085e+001°)
5.49540873857622e+004	(7.09621613424950e+001dB,1.84944363614309e+001°)
5.62341325190346e+004	(7.10247556715819e+001dB,1.85721318011589e+001°)
5.75439937337154e+004	(7.10878347754575e+001dB,1.86411857065541e+001°)
5.88843655355586e+004	(7.11513433943931e+001dB,1.87014396247694e+001°)
6.02559586074355e+004	(7.12152247784473e+001dB,1.87527538276546e+001°)
6.16595001861479e+004	(7.12794208736418e+001dB,1.87950080227456e+001°)
6.30957344480190e+004	(7.13438725170631e+001dB,1.88281019696431e+001°)
6.45654229034652e+004	(7.14085196396116e+001dB,1.88519559963665e+001°)
6.60693448007593e+004	(7.14733014750356e+001dB,1.88665114111138e+001°)
6.76082975391979e+004	(7.15381567738220e+001dB,1.88717308057663e+001°)
6.91830970918933e+004	(7.16030240204592e+001dB,1.88675982484250e+001°)
7.07945784384134e+004	(7.16678416525562e+001dB,1.88541193632542e+001°)
7.24435960074987e+004	(7.17325482802758e+001dB,1.88313212969149e+001°)
7.41310241300914e+004	(7.17970829045419e+001dB,1.87992525718852e+001°)
7.58577575029180e+004	(7.18613851324892e+001dB,1.87579828279832e+001°)
7.76247116628688e+004	(7.19253953886576e+001dB,1.87076024543989e+001°)
7.94328234724277e+004	(7.19890551204771e+001dB,1.86482221155127e+001°)
8.12830516164095e+004	(7.20523069966531e+001dB,1.85799721747021e+001°)
8.31763771102667e+004	(7.21150950971346e+001dB,1.85030020212093e+001°)
8.51138038202372e+004	(7.21773650934438e+001dB,1.84174793059546e+001°)
8.70963589956076e+004	(7.22390644182405e+001dB,1.83235890929105e+001°)
8.91250938133741e+004	(7.23001424231148e+001dB,1.82215329333082e+001°)
9.12010839355905e+004	(7.23605505237190e+001dB,1.81115278705071e+001°)
9.33254300796986e+004	(7.24202423314823e+001dB,1.79938053838274e+001°)
9.54992586021431e+004	(7.24791737712859e+001dB,1.78686102800116e+001°)
9.77237220955805e+004	(7.25373031846173e+001dB,1.77361995412443e+001°)
9.99999999999995e+004	(7.25945914178618e+001dB,1.75968411388185e+001°)
1.02329299228075e+005	(7.26510018955330e+001dB,1.74508128215928e+001°)
1.04712854805089e+005	(7.27065006783813e+001dB,1.72984008883358e+001°)
1.07151930523760e+005	(7.27610565064576e+001dB,1.71398989529077e+001°)
1.09647819614318e+005	(7.28146408273389e+001dB,1.69756067109911e+001°)
1.12201845430196e+005	(7.28672278098449e+001dB,1.68058287167548e+001°)
1.14815362149688e+005	(7.29187943436937e+001dB,1.66308731774251e+001°)
1.17489755493952e+005	(7.29693200256457e+001dB,1.64510507732657e+001°)
1.20226443461741e+005	(7.30187871327855e+001dB,1.62666735099187e+001°)
1.23026877081237e+005	(7.30671805836697e+001dB,1.60780536094734e+001°)
1.25892541179416e+005	(7.31144878881453e+001dB,1.58855024459877e+001°)
1.28824955169313e+005	(7.31606990867002e+001dB,1.56893295305252e+001°)
1.31825673855640e+005	(7.32058066802543e+001dB,1.54898415500817e+001°)
1.34896288259165e+005	(7.32498055513357e+001dB,1.52873414640757e+001°)
1.38038426460288e+005	(7.32926928776065e+001dB,1.50821276613835e+001°)
1.41253754462275e+005	(7.33344680387152e+001dB,1.48744931802068e+001°)
1.44543977074592e+005	(7.33751325174500e+001dB,1.46647249923906e+001°)
1.47910838816820e+005	(7.34146897961579e+001dB,1.44531033531640e+001°)
1.51356124843620e+005	(7.34531452493710e+001dB,1.42399012166628e+001°)
1.54881661891247e+005	(7.34905060335549e+001dB,1.40253837170158e+001°)
1.58489319246110e+005	(7.35267809748545e+001dB,1.38098077142470e+001°)
1.62181009735892e+005	(7.35619804556698e+001dB,1.35934214037596e+001°)
1.65958690743755e+005	(7.35961163008445e+001dB,1.33764639877289e+001°)
1.69824365246173e+005	(7.36292016641980e+001dB,1.31591654063517e+001°)
1.73780082874937e+005	(7.36612509160723e+001dB,1.29417461265606e+001°)
1.77827941003891e+005	(7.36922795325074e+001dB,1.27244169855355e+001°)
1.81970085860997e+005	(7.37223039865986e+001dB,1.25073790861112e+001°)
1.86208713666286e+005	(7.37513416425260e+001dB,1.22908237409983e+001°)
1.90546071796324e+005	(7.37794106526891e+001dB,1.20749324626030e+001°)
1.94984459975803e+005	(7.38065298583155e+001dB,1.18598769951375e+001°)
1.99526231496887e+005	(7.38327186938589e+001dB,1.16458193856663e+001°)
2.04173794466952e+005	(7.38579970954429e+001dB,1.14329120907205e+001°)
2.08929613085403e+005	(7.38823854135562e+001dB,1.12212981151351e+001°)
2.13796208950222e+005	(7.39059043301530e+001dB,1.10111111798167e+001°)
2.18776162394954e+005	(7.39285747802683e+001dB,1.08024759152290e+001°)
2.23872113856833e+005	(7.39504178782121e+001dB,1.05955080774840e+001°)
2.29086765276776e+005	(7.39714548483695e+001dB,1.03903147840482e+001°)
2.34422881531991e+005	(7.39917069605970e+001dB,1.01869947662120e+001°)
2.39883291901948e+005	(7.40111954701732e+001dB,9.98563863561541e+000°)
2.45470891568501e+005	(7.40299415622362e+001dB,9.78632916228574e+000°)
2.51188643150956e+005	(7.40479663006116e+001dB,9.58914156180459e+000°)
2.57039578276885e+005	(7.40652905809180e+001dB,9.39414378939216e+000°)
2.63026799189536e+005	(7.40819350878161e+001dB,9.20139683886598e+000°)
2.69153480392690e+005	(7.40979202562559e+001dB,9.01095504460156e+000°)
2.75422870333815e+005	(7.41132662365600e+001dB,8.82286638478946e+000°)
2.81838293126444e+005	(7.41279928631776e+001dB,8.63717278444747e+000°)
2.88403150312659e+005	(7.41421196269336e+001dB,8.45391041680496e+000°)
2.95120922666637e+005	(7.41556656505925e+001dB,8.27311000182903e+000°)
3.01995172040200e+005	(7.41686496675577e+001dB,8.09479710080763e+000°)
3.09029543251357e+005	(7.41810900035227e+001dB,7.91899240604309e+000°)
3.16227766016836e+005	(7.41930045608936e+001dB,7.74571202483882e+000°)
3.23593656929626e+005	(7.42044108058051e+001dB,7.57496775708378e+000°)
3.31131121482589e+005	(7.42153257575538e+001dB,7.40676736585237e+000°)
3.38844156139200e+005	(7.42257659802801e+001dB,7.24111484054109e+000°)
3.46736850452529e+005	(7.42357475767322e+001dB,7.07801065215951e+000°)
3.54813389233573e+005	(7.42452861839553e+001dB,6.91745200048009e+000°)
3.63078054770099e+005	(7.42543969707527e+001dB,6.75943305283016e+000°)
3.71535229097170e+005	(7.42630946367747e+001dB,6.60394517438078e+000°)
3.80189396320558e+005	(7.42713934130983e+001dB,6.45097714984995e+000°)
3.89045144994278e+005	(7.42793070641672e+001dB,6.30051539659376e+000°)
3.98107170553494e+005	(7.42868488909705e+001dB,6.15254416910819e+000°)
4.07380277804110e+005	(7.42940317353469e+001dB,6.00704575500620e+000°)
4.16869383470332e+005	(7.43008679853061e+001dB,5.86400066257120e+000°)
4.26579518801589e+005	(7.43073695812708e+001dB,5.72338780001797e+000°)
4.36515832240163e+005	(7.43135480231458e+001dB,5.58518464661734e+000°)
4.46683592150960e+005	(7.43194143781327e+001dB,5.44936741586036e+000°)
4.57088189614872e+005	(7.43249792892100e+001dB,5.31591121085300e+000°)
4.67735141287195e+005	(7.43302529842116e+001dB,5.18479017214345e+000°)
4.78630092322635e+005	(7.43352452854375e+001dB,5.05597761819058e+000°)
4.89778819368442e+005	(7.43399656197389e+001dB,4.92944617868576e+000°)
5.01187233627268e+005	(7.43444230290278e+001dB,4.80516792094017e+000°)
5.12861383991361e+005	(7.43486261811608e+001dB,4.68311446954649e+000°)
5.24807460249768e+005	(7.43525833811585e+001dB,4.56325711951872e+000°)
5.37031796370248e+005	(7.43563025827205e+001dB,4.44556694310534e+000°)
5.49540873857620e+005	(7.43597914000048e+001dB,4.33001489046154e+000°)
5.62341325190345e+005	(7.43630571196404e+001dB,4.21657188435367e+000°)
5.75439937337152e+005	(7.43661067129474e+001dB,4.10520890905637e+000°)
5.88843655355584e+005	(7.43689468483411e+001dB,3.99589709358755e+000°)
6.02559586074353e+005	(7.43715839038982e+001dB,3.88860778941126e+000°)
6.16595001861477e+005	(7.43740239800668e+001dB,3.78331264272168e+000°)
6.30957344480188e+005	(7.43762729125006e+001dB,3.67998366140506e+000°)
6.45654229034650e+005	(7.43783362850019e+001dB,3.57859327675932e+000°)
6.60693448007591e+005	(7.43802194425557e+001dB,3.47911440003431e+000°)
6.76082975391976e+005	(7.43819275044393e+001dB,3.38152047383945e+000°)
6.91830970918931e+005	(7.43834653773901e+001dB,3.28578551844990e+000°)
7.07945784384132e+005	(7.43848377688135e+001dB,3.19188417302804e+000°)
7.24435960074984e+005	(7.43860492000135e+001dB,3.09979173176391e+000°)
7.41310241300911e+005	(7.43871040194237e+001dB,3.00948417492701e+000°)
7.58577575029177e+005	(7.43880064158176e+001dB,2.92093819481259e+000°)
7.76247116628685e+005	(7.43887604314731e+001dB,2.83413121655894e+000°)
7.94328234724275e+005	(7.43893699752628e+001dB,2.74904141380757e+000°)
8.12830516164092e+005	(7.43898388356413e+001dB,2.66564771917780e+000°)
8.31763771102664e+005	(7.43901706934955e+001dB,2.58392982952887e+000°)
8.51138038202369e+005	(7.43903691348208e+001dB,2.50386820598889e+000°)
8.70963589956073e+005	(7.43904376631850e+001dB,2.42544406873940e+000°)
8.91250938133738e+005	(7.43903797119346e+001dB,2.34863938655789e+000°)
9.12010839355902e+005	(7.43901986561001e+001dB,2.27343686113842e+000°)
9.33254300796983e+005	(7.43898978239484e+001dB,2.19981990623210e+000°)
9.54992586021428e+005	(7.43894805081330e+001dB,2.12777262167539e+000°)
9.77237220955802e+005	(7.43889499763859e+001dB,2.05727976240390e+000°)
1.00000000000000e+006	(7.43883094816964e+001dB,1.98832670258319e+000°)
